Accession Numbers,Amino Acids,A,C,D,E,F,G,H,I,K,L,M,N,P,Q,R,S,T,V,W,Y,Properties,Hydrophobic,Polar,Small,Negative,Postive,Amide,Large Aliphatic,Small Aliphatic,Aromatic,Hydroxy,X,Number of Y,Number of pY
B7Z645,7.327586206896551,0.646551724137931,6.25,7.327586206896551,3.4482758620689653,12.71551724137931,1.5086206896551724,3.2327586206896552,7.974137931034483,5.387931034482758,1.9396551724137931,2.8017241379310347,6.25,4.525862068965517,8.189655172413794,3.2327586206896552,3.8793103448275863,6.0344827586206895,0.646551724137931,6.68103448275862,,48.060344827586206,38.577586206896555,49.13793103448276,13.577586206896552,17.67241379310345,7.327586206896552,8.620689655172413,26.07758620689655,10.775862068965516,7.112068965517242,,31,3,464
F6UXX1,8.108108108108109,0.5405405405405406,7.567567567567568,9.18918918918919,3.783783783783784,8.108108108108109,2.1621621621621623,3.2432432432432434,7.567567567567568,9.18918918918919,1.6216216216216217,2.7027027027027026,4.864864864864865,5.405405405405405,3.2432432432432434,5.9459459459459465,6.486486486486487,7.567567567567568,0.0,2.7027027027027026,,44.86486486486486,37.83783783783784,51.89189189189189,16.756756756756758,12.972972972972974,8.108108108108109,12.432432432432433,23.783783783783786,6.486486486486487,12.432432432432433,,5,2,185
O60506,7.560975609756097,0.7317073170731708,6.341463414634147,7.560975609756097,4.146341463414634,12.439024390243903,1.951219512195122,3.902439024390244,7.317073170731707,5.609756097560976,2.195121951219512,3.1707317073170733,6.097560975609756,4.390243902439024,8.292682926829269,2.4390243902439024,2.682926829268293,5.853658536585367,0.7317073170731708,6.585365853658537,,49.75609756097561,39.024390243902445,47.3170731707317,13.902439024390244,17.5609756097561,7.560975609756097,9.512195121951219,25.853658536585368,11.463414634146343,5.121951219512195,,27,4,410
O43390-2,6.289308176100629,0.7861635220125787,6.132075471698113,8.018867924528301,2.8301886792452833,12.264150943396226,1.4150943396226416,2.9874213836477987,6.918238993710692,5.817610062893082,1.5723270440251573,3.7735849056603774,6.60377358490566,5.50314465408805,7.70440251572327,4.40251572327044,3.6163522012578615,6.289308176100629,0.7861635220125787,6.289308176100629,,45.911949685534594,39.465408805031444,50.15723270440252,14.150943396226413,16.037735849056602,9.276729559748428,8.80503144654088,24.842767295597486,9.90566037735849,8.018867924528301,,40,4,636
O43390-4,5.794392523364486,0.7476635514018692,6.16822429906542,7.102803738317758,2.6168224299065423,13.644859813084112,1.1214953271028036,2.990654205607477,7.289719626168225,4.859813084112149,1.4953271028037385,3.551401869158879,7.476635514018691,5.233644859813085,8.598130841121495,4.112149532710281,3.364485981308411,5.794392523364486,0.9345794392523363,7.102803738317758,,45.981308411214954,39.06542056074767,50.65420560747664,13.271028037383179,17.009345794392523,8.785046728971963,7.850467289719626,25.233644859813083,10.654205607476637,7.476635514018692,,38,4,535
O43390,5.794392523364486,0.7476635514018692,6.16822429906542,7.102803738317758,2.6168224299065423,13.644859813084112,1.1214953271028036,2.990654205607477,7.289719626168225,4.859813084112149,1.4953271028037385,3.551401869158879,7.476635514018691,5.233644859813085,8.598130841121495,4.112149532710281,3.364485981308411,5.794392523364486,0.9345794392523363,7.102803738317758,,45.981308411214954,39.06542056074767,50.65420560747664,13.271028037383179,17.009345794392523,8.785046728971963,7.850467289719626,25.233644859813083,10.654205607476637,7.476635514018692,,38,5,535
O60506-2,7.482993197278912,0.6802721088435374,6.292517006802721,7.142857142857142,3.741496598639456,12.414965986394558,2.0408163265306123,3.061224489795918,7.312925170068027,5.782312925170068,1.530612244897959,4.081632653061225,5.1020408163265305,5.952380952380952,7.142857142857142,4.081632653061225,4.081632653061225,5.442176870748299,0.5102040816326531,6.122448979591836,,46.76870748299319,39.96598639455782,49.65986394557824,13.435374149659864,16.496598639455783,10.034013605442176,8.843537414965986,25.34013605442177,10.374149659863946,8.16326530612245,,36,4,588
O60506-4,7.969639468690702,0.7590132827324478,6.451612903225806,7.7798861480075905,3.795066413662239,11.76470588235294,2.0872865275142316,3.225806451612903,7.400379506641366,6.641366223908918,1.7077798861480076,3.225806451612903,5.313092979127135,4.933586337760911,6.83111954459203,3.795066413662239,4.174573055028463,5.88235294117647,0.18975332068311196,6.072106261859583,,48.007590132827325,38.70967741935484,49.33586337760911,14.231499051233396,16.31878557874763,8.159392789373815,9.867172675521822,25.616698292220114,10.056925996204933,7.969639468690702,,32,4,527
O60506-3,8.007117437722421,0.7117437722419928,6.583629893238434,7.829181494661921,3.558718861209965,11.565836298932384,1.9572953736654803,3.202846975088968,7.473309608540925,6.405693950177936,1.9572953736654803,3.202846975088968,5.5160142348754455,4.6263345195729535,6.93950177935943,3.7366548042704624,4.092526690391459,6.405693950177936,0.5338078291814947,5.6939501779359425,,48.042704626334526,38.61209964412811,49.822064056939496,14.412811387900355,16.370106761565836,7.829181494661921,9.608540925266905,25.978647686832737,9.786476868327401,7.829181494661921,,32,4,562
Q92841,6.595092024539877,1.687116564417178,6.288343558282208,5.521472392638037,3.2208588957055215,10.736196319018406,1.687116564417178,4.601226993865031,4.9079754601226995,6.748466257668712,2.607361963190184,3.52760736196319,6.595092024539877,5.828220858895705,8.43558282208589,5.828220858895705,5.521472392638037,4.601226993865031,0.7668711656441718,4.294478527607362,,45.858895705521476,36.19631901840491,51.38036809815951,11.809815950920246,15.030674846625766,9.355828220858895,11.349693251533743,21.932515337423315,8.282208588957054,11.349693251533742,,28,3,652
Q92841-1,6.615384615384616,1.6923076923076923,6.3076923076923075,5.538461538461538,3.230769230769231,10.615384615384615,1.6923076923076923,4.615384615384616,4.769230769230769,6.769230769230769,2.6153846153846154,3.5384615384615383,6.615384615384616,5.846153846153846,8.461538461538462,5.846153846153846,5.538461538461538,4.615384615384616,0.7692307692307693,4.3076923076923075,,45.84615384615384,36.15384615384615,51.38461538461539,11.846153846153847,14.923076923076923,9.384615384615383,11.384615384615385,21.846153846153847,8.307692307692307,11.384615384615383,,28,3,650
Q92841-2,6.595092024539877,1.687116564417178,6.288343558282208,5.521472392638037,3.2208588957055215,10.736196319018406,1.687116564417178,4.601226993865031,4.754601226993866,6.901840490797547,2.607361963190184,3.52760736196319,6.595092024539877,5.828220858895705,8.43558282208589,5.828220858895705,5.521472392638037,4.601226993865031,0.7668711656441718,4.294478527607362,,46.01226993865031,36.04294478527608,51.38036809815951,11.809815950920246,14.877300613496933,9.355828220858895,11.503067484662576,21.932515337423315,8.282208588957054,11.349693251533742,,28,3,652
Q92841-3,6.595092024539877,1.687116564417178,6.288343558282208,5.521472392638037,3.2208588957055215,10.736196319018406,1.687116564417178,4.601226993865031,4.9079754601226995,6.748466257668712,2.607361963190184,3.52760736196319,6.595092024539877,5.828220858895705,8.43558282208589,5.828220858895705,5.521472392638037,4.601226993865031,0.7668711656441718,4.294478527607362,,45.858895705521476,36.19631901840491,51.38036809815951,11.809815950920246,15.030674846625766,9.355828220858895,11.349693251533743,21.932515337423315,8.282208588957054,11.349693251533742,,28,3,652
H3BLZ8,8.071135430916552,1.6415868673050615,5.88235294117647,5.60875512995896,3.146374829001368,9.986320109439124,1.5047879616963065,4.377564979480164,4.377564979480164,6.976744186046512,2.3255813953488373,3.146374829001368,8.071135430916552,5.33515731874145,8.071135430916552,6.155950752393981,5.88235294117647,4.7879616963064295,0.6839945280437756,3.9671682626538987,,45.96443228454172,33.926128590971274,53.625170998632015,11.49110807113543,13.953488372093023,8.481532147742818,11.354309165526676,22.845417236662104,7.7975376196990425,12.038303693570452,,29,3,731
P61106,9.767441860465116,1.8604651162790697,4.651162790697675,7.441860465116279,3.7209302325581395,8.372093023255815,1.8604651162790697,6.976744186046512,5.5813953488372094,7.441860465116279,1.8604651162790697,4.651162790697675,3.255813953488372,5.5813953488372094,5.116279069767442,5.5813953488372094,6.511627906976744,4.186046511627907,0.9302325581395349,4.651162790697675,,49.76744186046512,34.883720930232556,48.83720930232558,12.093023255813954,12.558139534883722,10.232558139534884,14.418604651162791,22.325581395348838,9.30232558139535,12.093023255813954,,10,1,215
X6RFL8,9.94475138121547,1.1049723756906076,4.972375690607735,7.18232044198895,4.41988950276243,7.18232044198895,1.6574585635359116,8.287292817679557,6.077348066298343,7.734806629834254,2.209944751381215,4.972375690607735,1.6574585635359116,4.41988950276243,4.972375690607735,4.972375690607735,7.18232044198895,4.41988950276243,1.1049723756906076,5.524861878453039,,51.93370165745856,34.25414364640884,46.408839779005525,12.154696132596685,12.707182320441989,9.392265193370164,16.02209944751381,21.54696132596685,11.049723756906076,12.154696132596685,,10,1,181
G3V5U1,7.18954248366013,0.6535947712418301,7.18954248366013,5.228758169934641,5.88235294117647,6.535947712418301,3.9215686274509802,5.88235294117647,6.535947712418301,6.535947712418301,2.6143790849673203,3.9215686274509802,7.18954248366013,3.2679738562091507,5.228758169934641,6.535947712418301,4.57516339869281,5.88235294117647,1.3071895424836601,3.9215686274509802,,46.40522875816993,35.294117647058826,49.67320261437908,12.41830065359477,15.686274509803923,7.189542483660131,12.418300653594772,19.607843137254903,11.11111111111111,11.11111111111111,,6,2,153
G3V277,8.018867924528301,0.4716981132075472,8.018867924528301,6.132075471698113,4.716981132075472,5.660377358490567,2.8301886792452833,5.188679245283019,7.0754716981132075,8.49056603773585,2.8301886792452833,4.245283018867925,6.132075471698113,3.30188679245283,4.245283018867925,7.547169811320755,4.716981132075472,5.188679245283019,1.4150943396226416,3.7735849056603774,,45.75471698113208,35.84905660377358,50.00000000000001,14.150943396226413,14.150943396226415,7.547169811320755,13.679245283018869,18.867924528301888,9.90566037735849,12.264150943396228,,8,2,212
P23381-2,6.976744186046512,1.3953488372093024,8.604651162790699,4.651162790697675,7.441860465116279,5.5813953488372094,2.558139534883721,6.976744186046512,7.441860465116279,6.511627906976744,2.7906976744186047,3.255813953488372,5.348837209302325,4.651162790697675,4.4186046511627906,6.511627906976744,5.813953488372093,4.883720930232558,0.6976744186046512,3.488372093023256,,46.74418604651162,35.58139534883721,48.37209302325581,13.255813953488374,14.418604651162791,7.906976744186046,13.488372093023255,17.441860465116278,11.627906976744185,12.325581395348838,,15,2,430
P23381,6.976744186046512,1.3953488372093024,8.604651162790699,4.651162790697675,7.441860465116279,5.5813953488372094,2.558139534883721,6.976744186046512,7.441860465116279,6.511627906976744,2.7906976744186047,3.255813953488372,5.348837209302325,4.651162790697675,4.4186046511627906,6.511627906976744,5.813953488372093,4.883720930232558,0.6976744186046512,3.488372093023256,,46.74418604651162,35.58139534883721,48.37209302325581,13.255813953488374,14.418604651162791,7.906976744186046,13.488372093023255,17.441860465116278,11.627906976744185,12.325581395348838,,15,2,430
G3V423,7.857142857142857,0.7142857142857143,7.142857142857142,5.714285714285714,5.714285714285714,7.142857142857142,4.285714285714286,5.714285714285714,7.142857142857142,5.714285714285714,2.857142857142857,3.571428571428571,7.142857142857142,2.142857142857143,5.714285714285714,7.142857142857142,5.0,4.285714285714286,0.7142857142857143,4.285714285714286,,44.99999999999999,35.71428571428571,49.99999999999999,12.857142857142858,17.142857142857142,5.7142857142857135,11.428571428571429,19.285714285714285,10.714285714285715,12.142857142857142,,6,2,140
G3V456,7.142857142857142,0.6493506493506493,7.142857142857142,5.194805194805195,5.844155844155844,6.493506493506493,3.896103896103896,5.844155844155844,6.493506493506493,6.493506493506493,3.2467532467532463,3.896103896103896,7.142857142857142,3.2467532467532463,5.194805194805195,6.493506493506493,4.545454545454546,5.844155844155844,1.2987012987012987,3.896103896103896,,46.75324675324674,35.064935064935064,49.35064935064935,12.337662337662337,15.584415584415584,7.142857142857142,12.337662337662337,19.48051948051948,11.038961038961038,11.038961038961038,,6,2,154
G3V3Y5,6.607929515418502,0.881057268722467,8.370044052863436,4.405286343612335,6.607929515418502,6.607929515418502,3.0837004405286343,6.607929515418502,7.929515418502203,6.167400881057269,3.0837004405286343,4.405286343612335,4.845814977973569,3.524229074889868,3.524229074889868,6.167400881057269,4.845814977973569,6.167400881057269,1.3215859030837005,4.845814977973569,,48.898678414096906,35.24229074889868,48.89867841409691,12.775330396475772,14.537444933920705,7.929515418502204,12.77533039647577,19.38325991189427,12.77533039647577,11.013215859030836,,11,2,227
G3V3H8,6.696428571428571,0.8928571428571428,8.482142857142858,4.464285714285714,6.25,6.25,3.125,6.25,8.035714285714286,6.25,3.125,4.464285714285714,4.910714285714286,3.571428571428571,3.571428571428571,6.25,4.910714285714286,6.25,1.3392857142857142,4.910714285714286,,48.214285714285715,35.714285714285715,49.107142857142854,12.946428571428573,14.732142857142858,8.035714285714285,12.5,19.19642857142857,12.5,11.160714285714285,,11,2,224
P30041,7.142857142857142,0.8928571428571428,7.142857142857142,7.142857142857142,5.357142857142857,6.25,1.3392857142857142,5.357142857142857,8.035714285714286,11.160714285714286,1.7857142857142856,3.125,8.482142857142858,0.8928571428571428,5.357142857142857,4.017857142857143,6.25,7.142857142857142,1.3392857142857142,1.7857142857142856,,48.21428571428571,33.035714285714285,50.44642857142857,14.285714285714285,14.732142857142858,4.017857142857142,16.517857142857142,20.535714285714285,8.482142857142858,10.267857142857142,,4,1,224
Q8WUM4-2,10.194730813287514,1.2600229095074456,5.040091638029782,6.758304696449026,3.6655211912943875,4.4673539518900345,1.2600229095074456,4.009163802978236,7.216494845360824,9.507445589919817,1.6036655211912942,4.238258877434135,8.36197021764032,6.987399770904926,3.8946162657502863,6.414662084765177,5.154639175257731,5.72737686139748,0.22909507445589922,4.009163802978236,,44.67353951890035,35.39518900343642,50.85910652920962,11.79839633447881,12.371134020618555,11.22565864833906,13.516609392898053,20.389461626575027,7.903780068728523,11.569301260022907,,35,2,873
Q8WUM4,11.07011070110701,2.5830258302583027,5.535055350553505,6.273062730627306,6.273062730627306,4.428044280442804,1.8450184501845017,4.797047970479705,9.59409594095941,11.439114391143912,1.107011070110701,1.8450184501845017,2.952029520295203,5.904059040590406,2.5830258302583027,6.273062730627306,5.166051660516605,5.166051660516605,0.36900369003690037,4.797047970479705,,52.02952029520295,33.57933579335793,45.018450184501845,11.808118081180812,14.022140221402212,7.749077490774908,16.236162361623617,20.664206642066418,11.43911439114391,11.43911439114391,,13,2,271
P26640-2,6.397306397306397,1.3468013468013467,5.387205387205387,7.07070707070707,4.040404040404041,7.07070707070707,3.3670033670033668,3.7037037037037033,5.723905723905724,8.080808080808081,2.356902356902357,2.6936026936026933,5.387205387205387,3.7037037037037033,6.0606060606060606,6.397306397306397,5.723905723905724,9.090909090909092,3.3670033670033668,3.0303030303030303,,48.484848484848484,34.006734006734,49.494949494949495,12.457912457912457,15.15151515151515,6.397306397306396,11.784511784511785,22.55892255892256,10.437710437710438,12.121212121212121,,9,1,297
P26640,6.397306397306397,1.3468013468013467,5.387205387205387,7.07070707070707,4.040404040404041,7.07070707070707,3.3670033670033668,3.7037037037037033,5.723905723905724,8.080808080808081,2.356902356902357,2.6936026936026933,5.387205387205387,3.7037037037037033,6.0606060606060606,6.397306397306397,5.723905723905724,9.090909090909092,3.3670033670033668,3.0303030303030303,,48.484848484848484,34.006734006734,49.494949494949495,12.457912457912457,15.15151515151515,6.397306397306396,11.784511784511785,22.55892255892256,10.437710437710438,12.121212121212121,,9,2,297
P49773,7.936507936507936,1.5873015873015872,7.936507936507936,4.761904761904762,3.1746031746031744,10.317460317460316,6.349206349206349,9.523809523809524,7.142857142857142,7.142857142857142,3.1746031746031744,1.5873015873015872,5.555555555555555,3.968253968253968,3.968253968253968,4.761904761904762,1.5873015873015872,7.142857142857142,0.7936507936507936,1.5873015873015872,,52.38095238095238,35.714285714285715,48.412698412698404,12.698412698412698,17.46031746031746,5.555555555555555,16.666666666666664,25.396825396825395,5.555555555555555,6.349206349206349,,2,1,126
K7EKP8,7.5,2.142857142857143,4.285714285714286,7.5,2.142857142857143,6.071428571428571,3.214285714285714,5.714285714285714,5.714285714285714,6.071428571428571,3.214285714285714,5.0,3.571428571428571,3.214285714285714,5.357142857142857,8.214285714285714,6.428571428571428,11.428571428571429,0.7142857142857143,2.5,,47.5,34.285714285714285,54.642857142857146,11.785714285714285,14.285714285714285,8.214285714285714,11.785714285714285,25.0,5.357142857142858,14.642857142857142,,7,2,280
O00154,8.91891891891892,2.1621621621621623,4.054054054054054,7.567567567567568,1.891891891891892,6.216216216216217,2.9729729729729732,5.405405405405405,5.675675675675676,6.486486486486487,3.2432432432432434,3.783783783783784,6.216216216216217,4.054054054054054,5.675675675675676,7.837837837837839,5.675675675675676,9.45945945945946,0.5405405405405406,2.1621621621621623,,46.48648648648649,33.78378378378379,54.32432432432433,11.621621621621623,14.324324324324326,7.837837837837839,11.891891891891891,24.594594594594597,4.594594594594595,13.513513513513516,,8,2,370
O00154-7,8.91891891891892,2.1621621621621623,4.054054054054054,7.567567567567568,1.891891891891892,6.216216216216217,2.9729729729729732,5.405405405405405,5.675675675675676,6.486486486486487,3.2432432432432434,3.783783783783784,6.216216216216217,4.054054054054054,5.675675675675676,7.837837837837839,5.675675675675676,9.45945945945946,0.5405405405405406,2.1621621621621623,,46.48648648648649,33.78378378378379,54.32432432432433,11.621621621621623,14.324324324324326,7.837837837837839,11.891891891891891,24.594594594594597,4.594594594594595,13.513513513513516,,8,2,370
O00154-6,7.29483282674772,1.82370820668693,3.951367781155015,8.206686930091186,2.43161094224924,6.079027355623101,3.0395136778115504,5.167173252279635,6.382978723404255,6.382978723404255,3.343465045592705,4.25531914893617,4.5592705167173255,4.25531914893617,6.079027355623101,7.598784194528875,5.775075987841945,10.33434650455927,0.60790273556231,2.43161094224924,,45.89665653495441,36.170212765957444,51.671732522796354,12.158054711246201,15.501519756838906,8.51063829787234,11.55015197568389,23.70820668693009,5.47112462006079,13.37386018237082,,8,2,329
O00154-5,7.142857142857142,2.0,4.0,8.285714285714285,2.2857142857142856,6.0,2.857142857142857,4.857142857142857,6.857142857142858,7.428571428571429,3.1428571428571432,4.285714285714286,4.285714285714286,4.0,6.571428571428571,7.428571428571429,5.428571428571429,10.285714285714285,0.5714285714285714,2.2857142857142856,,46.0,36.857142857142854,50.857142857142854,12.285714285714285,16.285714285714285,8.285714285714285,12.285714285714285,23.428571428571427,5.142857142857142,12.857142857142858,,8,2,350
O00154-4,7.100591715976331,2.0710059171597637,4.142011834319527,8.284023668639055,2.0710059171597637,6.21301775147929,2.9585798816568047,5.621301775147929,6.21301775147929,5.9171597633136095,3.2544378698224854,4.142011834319527,5.029585798816568,4.142011834319527,5.9171597633136095,7.6923076923076925,5.9171597633136095,10.355029585798817,0.591715976331361,2.366863905325444,,45.56213017751479,35.79881656804734,52.662721893491124,12.426035502958582,15.088757396449704,8.284023668639055,11.538461538461538,23.668639053254438,5.029585798816568,13.609467455621303,,8,2,338
O00154-3,7.773851590106007,2.4734982332155475,4.240282685512367,7.06713780918728,1.0600706713780919,6.36042402826855,5.6537102473498235,5.6537102473498235,5.30035335689046,6.713780918727916,3.180212014134275,4.593639575971731,4.946996466431095,3.180212014134275,4.946996466431095,7.773851590106007,6.713780918727916,9.89399293286219,0.7067137809187279,1.76678445229682,,45.58303886925795,34.98233215547703,54.77031802120141,11.307420494699647,15.901060070671377,7.773851590106006,12.36749116607774,24.02826855123675,3.53356890459364,14.487632508833922,,5,2,283
O00154-2,7.723577235772358,2.4390243902439024,4.0650406504065035,7.723577235772358,1.2195121951219512,6.097560975609756,3.6585365853658534,6.504065040650407,5.691056910569105,6.097560975609756,3.2520325203252036,5.284552845528456,4.878048780487805,3.2520325203252036,5.284552845528456,6.910569105691057,6.097560975609756,10.975609756097562,0.8130081300813009,2.0325203252032518,,47.15447154471544,34.959349593495936,54.47154471544716,11.788617886178862,14.634146341463413,8.536585365853659,12.601626016260163,24.796747967479675,4.0650406504065035,13.008130081300813,,5,2,246
P62491,9.032258064516128,0.0,7.096774193548387,7.096774193548387,3.225806451612903,6.451612903225806,1.935483870967742,5.806451612903226,6.451612903225806,8.38709677419355,1.2903225806451613,5.161290322580645,0.6451612903225806,2.5806451612903225,9.032258064516128,5.806451612903226,6.451612903225806,7.741935483870968,1.2903225806451613,4.516129032258064,,47.74193548387097,39.354838709677416,48.387096774193544,14.193548387096774,17.419354838709676,7.741935483870968,14.193548387096776,23.225806451612904,9.032258064516128,12.258064516129032,,7,3,155
Q15907,8.379888268156424,0.5586592178770949,7.262569832402235,7.262569832402235,3.910614525139665,8.379888268156424,1.675977653631285,6.145251396648044,5.58659217877095,8.938547486033519,1.1173184357541899,5.58659217877095,1.1173184357541899,1.675977653631285,7.262569832402235,6.70391061452514,6.70391061452514,6.70391061452514,1.1173184357541899,3.910614525139665,,49.16201117318437,36.312849162011176,51.396648044692746,14.52513966480447,14.52513966480447,7.262569832402234,15.083798882681563,23.463687150837988,8.93854748603352,13.40782122905028,,7,3,179
H3BSC1,7.575757575757576,1.0101010101010102,6.565656565656567,6.565656565656567,3.0303030303030303,5.05050505050505,2.0202020202020203,7.07070707070707,5.555555555555555,7.07070707070707,2.0202020202020203,5.555555555555555,3.0303030303030303,4.040404040404041,7.575757575757576,6.565656565656567,6.565656565656567,8.080808080808081,1.0101010101010102,4.040404040404041,,45.95959595959596,37.87878787878788,50.00000000000001,13.131313131313133,15.151515151515152,9.595959595959595,14.14141414141414,20.707070707070706,8.080808080808081,13.131313131313133,,8,3,198
P62491-2,9.032258064516128,0.0,7.096774193548387,7.096774193548387,3.225806451612903,6.451612903225806,1.935483870967742,5.806451612903226,6.451612903225806,8.38709677419355,1.2903225806451613,5.161290322580645,0.6451612903225806,2.5806451612903225,9.032258064516128,5.806451612903226,6.451612903225806,7.741935483870968,1.2903225806451613,4.516129032258064,,47.74193548387097,39.354838709677416,48.387096774193544,14.193548387096774,17.419354838709676,7.741935483870968,14.193548387096776,23.225806451612904,9.032258064516128,12.258064516129032,,7,3,155
H3BMH2,8.38709677419355,0.0,7.096774193548387,6.451612903225806,3.225806451612903,6.451612903225806,1.935483870967742,7.096774193548387,5.806451612903226,8.38709677419355,1.935483870967742,3.870967741935484,0.6451612903225806,3.225806451612903,8.38709677419355,7.096774193548387,5.806451612903226,7.741935483870968,1.2903225806451613,5.161290322580645,,49.67741935483871,36.774193548387096,47.096774193548384,13.548387096774192,16.12903225806452,7.096774193548387,15.483870967741936,22.580645161290324,9.677419354838708,12.903225806451612,,8,3,155
Q15907-2,8.379888268156424,0.5586592178770949,7.262569832402235,7.262569832402235,3.910614525139665,8.379888268156424,1.675977653631285,6.145251396648044,5.58659217877095,8.938547486033519,1.1173184357541899,5.58659217877095,1.1173184357541899,1.675977653631285,7.262569832402235,6.70391061452514,6.70391061452514,6.70391061452514,1.1173184357541899,3.910614525139665,,49.16201117318437,36.312849162011176,51.396648044692746,14.52513966480447,14.52513966480447,7.262569832402234,15.083798882681563,23.463687150837988,8.93854748603352,13.40782122905028,,7,3,179
